LOUISE,MITCHELL,982 27th Street NW,Bemidji,MN,56601,CATHERINE,ARMSTRONG,2698 39th Avenue SW,Bemidji,MN,56601,151.212,1,1
NICOLE,CRUZ,1949 33th Avenue SE,Bemidji,MN,56601,JULIE,RILEY,2458 35th Street NW,Bemidji,MN,56601,150.798,2,1
RACHEL,CRUZ,3660 14th Avenue NE,Bemidji,MN,56601,SHAWN,HERNANDEZ,2616 43th Street NE,Bemidji,MN,56601,257.761,1,1
NICHOLAS,GORDON,1685 27th Avenue SE,Bemidji,MN,56601,CHRISTINA,WEST,2024 44th Street NW,Bemidji,MN,56601,129.902,1,1
AARON,WATKINS,287 29th Street NW,Bemidji,MN,56601,THERESA,EVANS,2450 40th Street NW,Bemidji,MN,56601,165.29,2,1
JACQUELINE,ANDERSON,844 36th Avenue SW,Bemidji,MN,56601,FRANK,BUTLER,2661 37th Avenue NE,Bemidji,MN,56601,224.694,1,1
EVELYN,MYERS,1036 3rd Avenue NE,Bemidji,MN,56601,ANDREA,MILLS,2734 37th Street SE,Bemidji,MN,56601,179.861,1,1
STEVEN,PERRY,3175 22th Street SW,Bemidji,MN,56601,FRANCES,GRIFFIN,1992 39th Avenue NW,Bemidji,MN,56601,155.094,1,1
GARY,ANDERSON,61 12th Street SW,Bemidji,MN,56601,JANICE,KELLY,2087 40th Avenue SE,Bemidji,MN,56601,155.505,1,1
BRIAN,ANDERSON,2997 15th Street NE,Bemidji,MN,56601,TAMMY,HAYES,2023 36th Avenue NW,Bemidji,MN,56601,169.824,1,1
CHERYL,PERRY,1889 40th Avenue NE,Bemidji,MN,56601,DEBRA,POWELL,2459 36th Street SE,Bemidji,MN,56601,260.794,1,1
MARTIN,MURRAY,1903 Central Ave E,Bemidji,MN,56601,LOIS,HART,2362 35th Avenue SE,Bemidji,MN,56601,191.637,3,1
FRED,WAGNER,2177 17th Street SE,Bemidji,MN,56601,CARL,WEST,2501 40th Avenue NW,Bemidji,MN,56601,239.739,1,1
SARAH,GRAY,2547 33th Avenue NE,Bemidji,MN,56601,RUBY,RUSSELL,1111 29th Avenue NW,Bemidji,MN,56601,218.999,1,1
WANDA,MARTIN,1003 33th Avenue SE,Bemidji,MN,56601,MICHELLE,SANCHEZ,1251 24th Avenue SE,Bemidji,MN,56601,205.804,1,1
SUSAN,TORRES,1092 10th Street NE,Bemidji,MN,56601,JENNIFER,CRAWFORD,440 33th Street SW,Bemidji,MN,56601,167.432,2,1
JOHNNY,WALKER,3308 12th Avenue NW,Bemidji,MN,56601,BRANDON,LAWRENCE,683 24th Street SE,Bemidji,MN,56601,188.223,1,1
REBECCA,DAVIS,3635 34th Street NE,Bemidji,MN,56601,JOHN,JACKSON,561 20th Street SE,Bemidji,MN,56601,256.318,1,1
JACQUELINE,WASHINGTON,1608 26th Street NW,Bemidji,MN,56601,CARLOS,WASHINGTON,599 28th Street SE,Bemidji,MN,56601,81.9969,2,1
KENNETH,YOUNG,1300 37th Street NE,Bemidji,MN,56601,ALAN,AUSTIN,1070 22th Avenue SE,Bemidji,MN,56601,177.159,1,1
HAROLD,GIBSON,2808 16th Avenue NE,Bemidji,MN,56601,CLARENCE,RAMOS,858 27th Street NE,Bemidji,MN,56601,116.766,2,1
KIMBERLY,HUNTER,229 32th Street SW,Bemidji,MN,56601,JUAN,MORRIS,1276 30th Avenue SE,Bemidji,MN,56601,186.217,1,1
EMILY,THOMAS,2292 36th Street NE,Bemidji,MN,56601,DONALD,HART,1299 24th Street SE,Bemidji,MN,56601,12.5074,1,1
HARRY,JACKSON,2659 26th Avenue NE,Bemidji,MN,56601,MARK,HOWARD,1781 33th Avenue SE,Bemidji,MN,56601,112.484,1,1
SUSAN,SHAW,681 6th Avenue SE,Bemidji,MN,56601,ANDREA,LAWRENCE,895 24th Street NE,Bemidji,MN,56601,180.562,2,1
PATRICK,PETERSON,78 17th Avenue SW,Bemidji,MN,56601,JEREMY,AUSTIN,5264 37th Avenue SW,Bemidji,MN,56601,50.6469,1,1
ALICE,HENDERSON,3472 Main St S,Bemidji,MN,56601,BOBBY,WEBB,4567 39th Street NE,Bemidji,MN,56601,145.052,3,1
JUAN,PIERCE,13 26th Avenue NW,Bemidji,MN,56601,ANTONIO,BENNETT,4793 34th Avenue NE,Bemidji,MN,56601,213.103,1,1
MARY,WARREN,2481 23th Street SW,Bemidji,MN,56601,DIANE,BRADLEY,4888 36th Avenue SE,Bemidji,MN,56601,212.212,2,1
MARIE,GONZALES,2297 2nd Street SW,Bemidji,MN,56601,EDWARD,BRADLEY,4925 34th Street NW,Bemidji,MN,56601,238.002,1,1
ROY,KING,327 26th Avenue SE,Bemidji,MN,56601,DEBRA,CLARK,4211 31th Avenue NE,Bemidji,MN,56601,140.342,1,1
DENNIS,WATSON,2916 14th Avenue NE,Bemidji,MN,56601,JANET,LAWSON,4836 29th Street NW,Bemidji,MN,56601,144.77,1,1
WILLIE,WILSON,162 4th Street SW,Bemidji,MN,56601,JONATHAN,DIAZ,4946 34th Avenue SE,Bemidji,MN,56601,108.704,1,1
AARON,JENKINS,1549 13th Street SW,Bemidji,MN,56601,JOAN,GONZALES,4026 37th Avenue SE,Bemidji,MN,56601,149.35,1,1
CHERYL,HILL,1208 12th Avenue SW,Bemidji,MN,56601,SARAH,MORGAN,4575 32th Street SW,Bemidji,MN,56601,191.728,1,1
