MARILYN,CHAVEZ,245 15th Avenue NW,Bemidji,MN,56601,REBECCA,DIAZ,282 19th Street SW,Bemidji,MN,56601,69.9174,2,1
ANNIE,RILEY,1094 14th Street SW,Bemidji,MN,56601,ANTONIO,WALLACE,534 17th Avenue SW,Bemidji,MN,56601,53.7579,1,1
SCOTT,WATKINS,986 2nd Avenue SW,Bemidji,MN,56601,JULIA,CRUZ,906 19th Avenue SE,Bemidji,MN,56601,64.5068,1,1
BRUCE,EDWARDS,244 1st Avenue SE,Bemidji,MN,56601,BRANDON,HOWARD,812 15th Avenue NE,Bemidji,MN,56601,127.309,2,1
AARON,HOWARD,173 9th Street SW,Bemidji,MN,56601,CATHERINE,HICKS,617 14th Avenue SW,Bemidji,MN,56601,72.0136,1,1
JESSE,HERNANDEZ,1519 7th Avenue SW,Bemidji,MN,56601,THERESA,ROGERS,823 17th Avenue NW,Bemidji,MN,56601,72.3012,3,1
CAROLYN,SULLIVAN,66 12th Street NE,Bemidji,MN,56601,RUSSELL,PETERS,918 19th Street NE,Bemidji,MN,56601,118.695,1,1
KATHLEEN,HILL,1472 12th Street SW,Bemidji,MN,56601,JONATHAN,WARD,613 20th Street NW,Bemidji,MN,56601,80.3654,2,1
EVELYN,FLORES,851 10th Street SW,Bemidji,MN,56601,PHILIP,HOLMES,690 19th Street SE,Bemidji,MN,56601,66.6955,2,1
JONATHAN,GRAY,1840 10th Street SW,Bemidji,MN,56601,FRANCES,PHILLIPS,666 16th Street NW,Bemidji,MN,56601,93.0874,1,1
CAROLYN,KELLEY,1357 Main St S,Bemidji,MN,56601,RANDY,CLARK,597 13th Street SE,Bemidji,MN,56601,83.3472,1,1
WALTER,GARDNER,8 11th Street NE,Bemidji,MN,56601,SHAWN,WATSON,690 14th Street SE,Bemidji,MN,56601,101.949,1,1
DIANA,GREENE,28 12th Street NW,Bemidji,MN,56601,BRIAN,PATTERSON,2282 22th Avenue NW,Bemidji,MN,56601,59.5519,2,1
BENJAMIN,COOK,322 5th Street NW,Bemidji,MN,56601,LARRY,CUNNINGHAM,2651 28th Avenue SW,Bemidji,MN,56601,81.3996,2,1
HARRY,DUNN,1053 7th Street SE,Bemidji,MN,56601,EDWARD,EVANS,2254 24th Street NE,Bemidji,MN,56601,115.104,2,1
BRIAN,CHAVEZ,492 7th Avenue NW,Bemidji,MN,56601,MARIE,PERKINS,2195 19th Street SE,Bemidji,MN,56601,73.0436,1,1
TIMOTHY,TORRES,1711 20th Avenue NE,Bemidji,MN,56601,ROY,CARTER,2735 27th Street NE,Bemidji,MN,56601,53.6717,3,1
DENNIS,KENNEDY,964 2nd Avenue SW,Bemidji,MN,56601,CHRISTINA,EVANS,2739 26th Avenue SW,Bemidji,MN,56601,56.639,1,1
KATHLEEN,COLEMAN,1282 14th Street SW,Bemidji,MN,56601,CHRISTINA,HARRISON,2373 26th Street NE,Bemidji,MN,56601,94.5013,3,1
DENISE,PEREZ,1977 5th Street NW,Bemidji,MN,56601,CLARENCE,JONES,2540 27th Avenue NW,Bemidji,MN,56601,77.2483,1,1
DONALD,RIVERA,853 18th Street SE,Bemidji,MN,56601,BONNIE,KNIGHT,2161 25th Street NE,Bemidji,MN,56601,97.2519,1,1
SCOTT,BELL,1134 1st Street SE,Bemidji,MN,56601,DIANA,JORDAN,2283 25th Avenue SW,Bemidji,MN,56601,67.802,2,1
CLARENCE,WRIGHT,766 20th Street NW,Bemidji,MN,56601,PATRICIA,PERKINS,2093 28th Avenue SE,Bemidji,MN,56601,99.5656,1,1
CARLOS,COOPER,1024 7th Avenue SE,Bemidji,MN,56601,BOBBY,FRANKLIN,2253 26th Avenue SE,Bemidji,MN,56601,98.0515,1,1
ANNIE,REYES,740 2nd Avenue SE,Bemidji,MN,56601,CAROL,SPENCER,2150 25th Avenue SW,Bemidji,MN,56601,89.5092,1,1
PATRICIA,REYNOLDS,1820 6th Street SE,Bemidji,MN,56601,DOROTHY,AUSTIN,1960 25th Avenue NE,Bemidji,MN,56601,80.135,1,1
ALICE,COLEMAN,1216 4th Street NW,Bemidji,MN,56601,FRED,ROBERTSON,2401 24th Street SW,Bemidji,MN,56601,65.9466,1,1
ANTONIO,CARTER,859 4th Avenue NE,Bemidji,MN,56601,DEBORAH,EVANS,1932 23th Avenue NW,Bemidji,MN,56601,93.1329,2,1
IRENE,DAVIS,1824 10th Avenue NW,Bemidji,MN,56601,CHRIS,COOK,2231 29th Street NE,Bemidji,MN,56601,83.4936,2,1
BEVERLY,MORALES,1205 18th Avenue NW,Bemidji,MN,56601,ROBIN,ROSS,2639 28th Street NW,Bemidji,MN,56601,36.241,1,1
TAMMY,GONZALEZ,1452 10th Street SW,Bemidji,MN,56601,JEFFREY,MARTIN,2228 22th Street NE,Bemidji,MN,56601,151.643,1,1
GARY,HENDERSON,1999 12th Avenue NE,Bemidji,MN,56601,ROY,FOSTER,2070 23th Avenue SW,Bemidji,MN,56601,80.967,2,1
ANNE,OLSON,808 20th Avenue NW,Bemidji,MN,56601,PATRICIA,CARTER,2372 21th Street SE,Bemidji,MN,56601,56.113,1,1
CHRISTINE,TAYLOR,631 9th Avenue NW,Bemidji,MN,56601,HELEN,WARREN,1977 25th Avenue SE,Bemidji,MN,56601,73.4943,1,1
CHRIS,REYNOLDS,1194 1st Street NE,Bemidji,MN,56601,LAURA,SHAW,2246 25th Avenue NE,Bemidji,MN,56601,47.18,1,1
