RAYMOND,REED,1211 13th Street NW,Bemidji,MN,56601,WILLIAM,WILSON,1545 21th Street SW,Bemidji,MN,56601,87.0658,2,1
JOSE,RODRIGUEZ,974 15th Avenue SE,Bemidji,MN,56601,LISA,JOHNSON,1301 22th Street SE,Bemidji,MN,56601,110.979,2,1
ELIZABETH,MILLER,1342 18th Avenue NW,Bemidji,MN,56601,DOROTHY,GARCIA,1327 22th Avenue NW,Bemidji,MN,56601,29.5832,1,1
JOSE,HOWARD,280 10th Avenue NE,Bemidji,MN,56601,JOHN,JOHNSON,1213 20th Avenue NW,Bemidji,MN,56601,101.841,1,1
SUSAN,CARTER,1218 Central Ave W,Bemidji,MN,56601,PAUL,RIVERA,1250 23th Street NE,Bemidji,MN,56601,69.986,1,1
DOROTHY,COOPER,1329 4th Avenue SW,Bemidji,MN,56601,MARGARET,WILLIAMS,1158 30th Street NW,Bemidji,MN,56601,101.539,1,1
JAMES,HERNANDEZ,1852 4th Street NW,Bemidji,MN,56601,REBECCA,SANDERS,1682 24th Avenue NE,Bemidji,MN,56601,94.8916,1,1
FRANK,LOPEZ,13 20th Avenue SW,Bemidji,MN,56601,JASON,GRAY,1497 20th Avenue NE,Bemidji,MN,56601,67.9129,1,1
KIMBERLY,BARNES,1310 13th Avenue NE,Bemidji,MN,56601,PATRICIA,RAMIREZ,1356 25th Street NE,Bemidji,MN,56601,68.4077,1,1
DENNIS,WHITE,769 15th Street NW,Bemidji,MN,56601,TIMOTHY,WARD,1532 22th Street NE,Bemidji,MN,56601,114.217,1,1
MARGARET,CLARK,1210 20th Street NE,Bemidji,MN,56601,BRIAN,ROBERTS,1341 23th Street SW,Bemidji,MN,56601,80.1565,3,1
SHIRLEY,PARKER,1366 1st Street NW,Bemidji,MN,56601,ANNA,ROBINSON,1575 22th Street NW,Bemidji,MN,56601,56.8661,3,1
DOROTHY,GARCIA,56 16th Avenue SW,Bemidji,MN,56601,MATTHEW,LEE,1587 24th Avenue NE,Bemidji,MN,56601,115.794,1,1
JAMES,MORGAN,1387 6th Avenue NW,Bemidji,MN,56601,KIMBERLY,BELL,1484 17th Avenue SW,Bemidji,MN,56601,100.001,1,1
WILLIAM,EDWARDS,1168 12th Avenue NE,Bemidji,MN,56601,NANCY,PRICE,1468 19th Street SE,Bemidji,MN,56601,54.0313,2,1
SUSAN,WILSON,1583 2nd Avenue NE,Bemidji,MN,56601,KEVIN,THOMAS,1420 20th Avenue SW,Bemidji,MN,56601,84.513,2,1
WILLIAM,ADAMS,1479 20th Street NE,Bemidji,MN,56601,RONALD,CLARK,1508 17th Avenue SE,Bemidji,MN,56601,95.7787,1,1
AMY,JACKSON,1511 7th Street NE,Bemidji,MN,56601,DANIEL,CLARK,1636 18th Street SE,Bemidji,MN,56601,80.1876,1,1
DOROTHY,ROSS,1965 11th Avenue NW,Bemidji,MN,56601,JOHN,THOMAS,1586 20th Street SE,Bemidji,MN,56601,56.5893,1,1
SUSAN,GONZALEZ,783 3rd Avenue NW,Bemidji,MN,56601,MATTHEW,REED,1488 19th Street SE,Bemidji,MN,56601,99.7815,1,1
MELISSA,WARD,753 20th Avenue SW,Bemidji,MN,56601,BETTY,HERNANDEZ,1712 19th Street NW,Bemidji,MN,56601,61.1579,2,1
BETTY,MILLER,1441 18th Street SE,Bemidji,MN,56601,MICHAEL,PARKER,1510 18th Avenue SE,Bemidji,MN,56601,94.1992,1,1
ANDREW,NELSON,1293 6th Street SW,Bemidji,MN,56601,CHRISTOPHER,KELLY,1581 18th Avenue SW,Bemidji,MN,56601,70.4405,2,1
JOSE,JAMES,1242 16th Street SE,Bemidji,MN,56601,SARAH,GRAY,1543 20th Street NW,Bemidji,MN,56601,69.4298,3,1
SHIRLEY,ALLEN,39 8th Street SW,Bemidji,MN,56601,LARRY,STEWART,1504 17th Street SE,Bemidji,MN,56601,105.935,1,1
SHARON,TORRES,1411 4th Avenue NE,Bemidji,MN,56601,CHARLES,REED,1872 19th Street NE,Bemidji,MN,56601,93.7527,2,1
KENNETH,EDWARDS,1717 19th Street NE,Bemidji,MN,56601,AMANDA,STEWART,1189 17th Avenue SE,Bemidji,MN,56601,55.092,3,1
ANTHONY,RODRIGUEZ,788 4th Avenue NW,Bemidji,MN,56601,KATHLEEN,RIVERA,1147 12th Street NW,Bemidji,MN,56601,87.7803,2,1
MARIA,GRAY,1165 1st Street NE,Bemidji,MN,56601,SUSAN,KING,1227 9th Avenue NE,Bemidji,MN,56601,60.8174,1,1
JERRY,WARD,1511 15th Street SE,Bemidji,MN,56601,JOSE,CLARK,1504 12th Avenue NE,Bemidji,MN,56601,25.7082,2,1
DONNA,EDWARDS,1097 8th Street SE,Bemidji,MN,56601,DANIEL,LEWIS,1577 12th Street SW,Bemidji,MN,56601,91.8054,2,1
JAMES,THOMAS,1128 20th Avenue NE,Bemidji,MN,56601,CHRISTOPHER,WALKER,1591 15th Street SW,Bemidji,MN,56601,99.8151,2,1
ROBERT,WARD,1124 2nd Avenue NW,Bemidji,MN,56601,RICHARD,BELL,1297 14th Street SW,Bemidji,MN,56601,69.9259,1,1
SANDRA,PARKER,29 14th Street NW,Bemidji,MN,56601,MICHAEL,RIVERA,1484 17th Avenue SW,Bemidji,MN,56601,80.2006,3,1
ROBERT,BENNETT,974 Central Ave E,Bemidji,MN,56601,GREGORY,MARTINEZ,1581 12th Street SE,Bemidji,MN,56601,53.3593,1,1
RICHARD,COOPER,60 9th Street SE,Bemidji,MN,56601,MARGARET,THOMPSON,1299 14th Avenue SE,Bemidji,MN,56601,81.8294,1,1
LINDA,YOUNG,421 3rd Avenue NE,Bemidji,MN,56601,ROBERT,GONZALEZ,1680 14th Avenue NE,Bemidji,MN,56601,87.4921,2,1
RUTH,SMITH,1852 5th Street SW,Bemidji,MN,56601,WILLIAM,PHILLIPS,1297 15th Avenue SW,Bemidji,MN,56601,75.7666,1,1
CHARLES,LEWIS,1711 14th Avenue NW,Bemidji,MN,56601,JASON,GREEN,583 8th Avenue NE,Bemidji,MN,56601,66.005,1,1
STEPHEN,YOUNG,282 6th Street NW,Bemidji,MN,56601,JOHN,MILLER,1790 19th Street SW,Bemidji,MN,56601,63.7214,1,1
